name,MOTU_1_LS_muy_L913,MOTU_1_LS_muy_L914,MOTU_1_LS_muy_L915,MOTU_2_LS_afmuy_L907,MOTU_3_LS_brn_L930,MOTU_3_LS_brn_L931,MOTU_3_LS_brn_L932,MOTU_4_LS_gar_L293,MOTU_4_LS_gar_L294,MOTU_4_LS_gar_L295,MOTU_4_LS_gar_L296,MOTU_4_LS_gar_L298,MOTU_5_LS_aftri_L179,MOTU_5_LS_aftri_L180,MOTU_5_LS_aftri_L182,MOTU_6_LS_afcon_L286,MOTU_6_LS_afcon_L291,MOTU_6_LS_afcon_L292,MOTU_6_LS_afcon_L820,MOTU_7_LS_con_L210,MOTU_7_LS_con_L211,MOTU_8_LS_tri_L519,MOTU_8_LS_tri_L618,MOTU_8_LS_tri_L621,MOTU_8_LS_tri_L690,MOTU_8_LS_tri_L955,MOTU_9_LS_obt_B074,MOTU_9_LS_obt_B075,MOTU_9_LS_obt_B077,MOTU_9_LS_obt_B100,MOTU_9_LS_obt_B101,MOTU_9_LS_obt_B102,MOTU_9_LS_obt_B103,MOTU_9_LS_obt_L004,MOTU_9_LS_obt_L007,MOTU_9_LS_obt_L008,MOTU_9_LS_obt_L009,MOTU_9_LS_obt_L013,MOTU_9_LS_obt_L016,MOTU_9_LS_obt_L282,MOTU_9_LS_obt_L283,MOTU_9_LS_obt_L547,MOTU_9_LS_obt_L548,MOTU_10_LS_elo_L1041,MOTU_10_LS_elo_L1046,MOTU_10_LS_elo_L1047,MOTU_10_LS_elo_L287,MOTU_10_LS_elo_L300,MOTU_10_LS_elo_L305,MOTU_10_LS_elo_L307,MOTU_10_LS_elo_L308,MOTU_10_LS_elo_L309,MOTU_11_LS_sp08_B031,MOTU_11_LS_sp08_B070,MOTU_11_LS_sp08_B071,MOTU_11_LS_sp08_B090,MOTU_11_LS_sp08_L253,MOTU_11_LS_sp08_L266,MOTU_11_LS_sp08_L267,MOTU_11_LS_sp08_L268,MOTU_11_LS_sp08_L269,MOTU_11_LS_sp08_L314,MOTU_11_LS_sp08_L315,MOTU_11_LS_sp08_L316,MOTU_11_LS_sp08_L320,MOTU_12_LS_sil_L084,MOTU_13_LS_macR_B061,MOTU_13_LS_macR_B086,MOTU_13_LS_macR_B087,MOTU_13_LS_macR_B088,MOTU_13_LS_macR_B089,MOTU_14_LS_mac_B082,MOTU_14_LS_mac_L083,MOTU_14_LS_mac_L085,MOTU_14_LS_mac_L178,MOTU_14_LS_mac_L212,MOTU_14_LS_mac_L225,MOTU_14_LS_mac_L290,MOTU_14_LS_mac_L890,MOTU_14_LS_mac_L891,MOTU_15_LS_afrei_L773,MOTU_15_LS_afrei_L777,MOTU_15_LS_afrei_L778,MOTU_15_LS_afrei_L779,MOTU_16_LS_rei_B072,MOTU_16_LS_rei_B073,MOTU_16_LS_rei_L338,MOTU_16_LS_rei_L339,MOTU_16_LS_rei_L341,MOTU_16_LS_rei_L342,MOTU_16_LS_rei_L343,MOTU_16_LS_rei_L353,MOTU_16_LS_rei_L355,MOTU_17_LS_piv2_B140,MOTU_17_LS_piv2_B141,MOTU_17_LS_piv2_B142,MOTU_17_LS_piv2_B144,MOTU_18_LS_piv_B060,MOTU_18_LS_piv_B076,MOTU_18_LS_piv_B078,MOTU_18_LS_piv_B093,MOTU_18_LS_piv_B094,MOTU_18_LS_piv_B095,MOTU_18_LS_piv_B096,MOTU_18_LS_piv_B097,MOTU_18_LS_piv_B098,MOTU_18_LS_piv_B099,MOTU_18_LS_piv_L002,MOTU_18_LS_piv_L003,MOTU_18_LS_piv_L005,MOTU_18_LS_piv_L006,MOTU_18_LS_piv_L010,MOTU_18_LS_piv_L011,MOTU_18_LS_piv_L014,MOTU_18_LS_piv_L284,MOTU_18_LS_piv_L371
MOTU_9_LS_obt_L283,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_L547,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_L548,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_10_LS_elo_L1041,14.04702,14.04702,14.04702,12.21348,8.08395,8.08395,8.08395,8.47534,8.47534,8.47534,8.47534,8.47534,12.54379,12.54379,12.54379,7.67147,7.67147,7.67147,7.67147,6.90663,6.90663,12.36896,12.36896,12.36896,12.36896,12.36896,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,5.79784,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_10_LS_elo_L1046,14.04702,14.04702,14.04702,12.21348,8.08395,8.08395,8.08395,8.47534,8.47534,8.47534,8.47534,8.47534,12.54379,12.54379,12.54379,7.67147,7.67147,7.67147,7.67147,6.90663,6.90663,12.36896,12.36896,12.36896,12.36896,12.36896,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,5.79784,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_10_LS_elo_L1047,14.04702,14.04702,14.04702,12.21348,8.08395,8.08395,8.08395,8.47534,8.47534,8.47534,8.47534,8.47534,12.54379,12.54379,12.54379,7.67147,7.67147,7.67147,7.67147,6.90663,6.90663,12.36896,12.36896,12.36896,12.36896,12.36896,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,5.79784,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_10_LS_elo_L287,14.263,14.263,14.263,12.42313,8.27926,8.27926,8.27926,8.67219,8.67219,8.67219,8.67219,8.67219,12.75299,12.75299,12.75299,7.86452,7.86452,7.86452,7.86452,7.09675,7.09675,12.57816,12.57816,12.57816,12.57816,12.57816,3.79576,3.79576,3.79576,3.96948,4.14364,4.14364,4.14364,3.79576,3.79576,3.97529,3.79576,3.79576,3.79576,3.79576,3.79576,3.79576,3.79576,0.16695,0.16695,0.16695,0.0,0.16695,0.16695,0.16695,0.16695,0.16695,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,5.9844,12.12798,12.12798,12.12798,12.12798,12.12798,12.61464,12.61464,12.61464,12.61464,12.61464,12.61464,12.61464,12.61464,12.61464,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,5.97535,5.78913,5.78913,5.78913,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,5.2346,5.2346,5.2346,5.2346,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845
MOTU_10_LS_elo_L300,14.04702,14.04702,14.04702,12.21348,8.08395,8.08395,8.08395,8.47534,8.47534,8.47534,8.47534,8.47534,12.54379,12.54379,12.54379,7.67147,7.67147,7.67147,7.67147,6.90663,6.90663,12.36896,12.36896,12.36896,12.36896,12.36896,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,5.79784,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_10_LS_elo_L305,14.04702,14.04702,14.04702,12.21348,8.08395,8.08395,8.08395,8.47534,8.47534,8.47534,8.47534,8.47534,12.54379,12.54379,12.54379,7.67147,7.67147,7.67147,7.67147,6.90663,6.90663,12.36896,12.36896,12.36896,12.36896,12.36896,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,5.79784,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_10_LS_elo_L307,14.04702,14.04702,14.04702,12.21348,8.08395,8.08395,8.08395,8.47534,8.47534,8.47534,8.47534,8.47534,12.54379,12.54379,12.54379,7.67147,7.67147,7.67147,7.67147,6.90663,6.90663,12.36896,12.36896,12.36896,12.36896,12.36896,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,5.79784,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_10_LS_elo_L308,14.04702,14.04702,14.04702,12.21348,8.08395,8.08395,8.08395,8.47534,8.47534,8.47534,8.47534,8.47534,12.54379,12.54379,12.54379,7.67147,7.67147,7.67147,7.67147,6.90663,6.90663,12.36896,12.36896,12.36896,12.36896,12.36896,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,5.79784,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_10_LS_elo_L309,14.04702,14.04702,14.04702,12.21348,8.08395,8.08395,8.08395,8.47534,8.47534,8.47534,8.47534,8.47534,12.54379,12.54379,12.54379,7.67147,7.67147,7.67147,7.67147,6.90663,6.90663,12.36896,12.36896,12.36896,12.36896,12.36896,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,5.79784,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_11_LS_sp08_B031,14.06764,14.06764,14.06764,12.23214,7.90254,7.90254,7.90254,8.09748,8.09748,8.09748,8.09748,8.09748,12.56071,12.56071,12.56071,6.72724,6.72724,6.72724,6.72724,5.6036,5.6036,11.96983,11.96983,11.96983,11.96983,11.96983,3.08867,3.08867,3.08867,3.26099,3.43376,3.43376,3.43376,3.08867,3.08867,3.26597,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,2.73593,2.73593,2.73593,2.91199,2.73593,2.73593,2.73593,2.73593,2.73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807,11.937,11.937,11.937,11.937,11.937,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,5.42678,5.24228,5.24228,5.24228,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.69282,4.69282,4.69282,4.69282,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_11_LS_sp08_B070,14.06764,14.06764,14.06764,12.23214,7.90254,7.90254,7.90254,8.09748,8.09748,8.09748,8.09748,8.09748,12.56071,12.56071,12.56071,6.72724,6.72724,6.72724,6.72724,5.6036,5.6036,11.96983,11.96983,11.96983,11.96983,11.96983,3.08867,3.08867,3.08867,3.26099,3.43376,3.43376,3.43376,3.08867,3.08867,3.26597,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,2.73593,2.73593,2.73593,2.91199,2.73593,2.73593,2.73593,2.73593,2.73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807,11.937,11.937,11.937,11.937,11.937,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,5.42678,5.24228,5.24228,5.24228,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.69282,4.69282,4.69282,4.69282,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_11_LS_sp08_B071,14.06764,14.06764,14.06764,12.23214,7.90254,7.90254,7.90254,8.09748,8.09748,8.09748,8.09748,8.09748,12.56071,12.56071,12.56071,6.72724,6.72724,6.72724,6.72724,5.6036,5.6036,11.96983,11.96983,11.96983,11.96983,11.96983,3.08867,3.08867,3.08867,3.26099,3.43376,3.43376,3.43376,3.08867,3.08867,3.26597,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,2.73593,2.73593,2.73593,2.91199,2.73593,2.73593,2.73593,2.73593,2.73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807,11.937,11.937,11.937,11.937,11.937,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,5.42678,5.24228,5.24228,5.24228,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.69282,4.69282,4.69282,4.69282,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_11_LS_sp08_B090,14.06764,14.06764,14.06764,12.23214,7.90254,7.90254,7.90254,8.09748,8.09748,8.09748,8.09748,8.09748,12.56071,12.56071,12.56071,6.72724,6.72724,6.72724,6.72724,5.6036,5.6036,11.96983,11.96983,11.96983,11.96983,11.96983,3.08867,3.08867,3.08867,3.26099,3.43376,3.43376,3.43376,3.08867,3.08867,3.26597,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,2.73593,2.73593,2.73593,2.91199,2.73593,2.73593,2.73593,2.73593,2.73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807,11.937,11.937,11.937,11.937,11.937,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,5.42678,5.24228,5.24228,5.24228,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.69282,4.69282,4.69282,4.69282,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_11_LS_sp08_L253,14.06764,14.06764,14.06764,12.23214,7.90254,7.90254,7.90254,8.09748,8.09748,8.09748,8.09748,8.09748,12.56071,12.56071,12.56071,6.72724,6.72724,6.72724,6.72724,5.6036,5.6036,11.96983,11.96983,11.96983,11.96983,11.96983,3.08867,3.08867,3.08867,3.26099,3.43376,3.43376,3.43376,3.08867,3.08867,3.26597,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,2.73593,2.73593,2.73593,2.91199,2.73593,2.73593,2.73593,2.73593,2.73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807,11.937,11.937,11.937,11.937,11.937,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,5.42678,5.24228,5.24228,5.24228,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.69282,4.69282,4.69282,4.69282,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_11_LS_sp08_L266,14.06764,14.06764,14.06764,12.23214,7.90254,7.90254,7.90254,8.09748,8.09748,8.09748,8.09748,8.09748,12.56071,12.56071,12.56071,6.72724,6.72724,6.72724,6.72724,5.6036,5.6036,11.96983,11.96983,11.96983,11.96983,11.96983,3.08867,3.08867,3.08867,3.26099,3.43376,3.43376,3.43376,3.08867,3.08867,3.26597,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,2.73593,2.73593,2.73593,2.91199,2.73593,2.73593,2.73593,2.73593,2.73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807,11.937,11.937,11.937,11.937,11.937,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,5.42678,5.24228,5.24228,5.24228,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.69282,4.69282,4.69282,4.69282,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_11_LS_sp08_L267,14.06764,14.06764,14.06764,12.23214,7.90254,7.90254,7.90254,8.09748,8.09748,8.09748,8.09748,8.09748,12.56071,12.56071,12.56071,6.72724,6.72724,6.72724,6.72724,5.6036,5.6036,11.96983,11.96983,11.96983,11.96983,11.96983,3.08867,3.08867,3.08867,3.26099,3.43376,3.43376,3.43376,3.08867,3.08867,3.26597,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,2.73593,2.73593,2.73593,2.91199,2.73593,2.73593,2.73593,2.73593,2.73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807,11.937,11.937,11.937,11.937,11.937,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,5.42678,5.24228,5.24228,5.24228,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.69282,4.69282,4.69282,4.69282,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_11_LS_sp08_L268,14.06764,14.06764,14.06764,12.23214,7.90254,7.90254,7.90254,8.09748,8.09748,8.09748,8.09748,8.09748,12.56071,12.56071,12.56071,6.72724,6.72724,6.72724,6.72724,5.6036,5.6036,11.96983,11.96983,11.96983,11.96983,11.96983,3.08867,3.08867,3.08867,3.26099,3.43376,3.43376,3.43376,3.08867,3.08867,3.26597,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,2.73593,2.73593,2.73593,2.91199,2.73593,2.73593,2.73593,2.73593,2.73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807,11.937,11.937,11.937,11.937,11.937,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,6.53821,5.42678,5.24228,5.24228,5.24228,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.69282,4.69282,4.69282,4.69282,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779
